Neighborhood,Building.Classification,Total.Units,Year.Built,Gross.SqFt,Estimated.Gross.Income,Gross.Income.per.SqFt,Estimated.Expense,Expense.per.SqFt,Net.Operating.Income,Full.Market.Value,Market.Value.per.SqFt,Boro
LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,14130,506702,35.86,172386,12.2,334316,2466995,174.59,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,17,1920,18201,680717,37.4,254450,13.98,426267,3137000,172.35,Manhattan
LOWER EAST SIDE,R2-CONDOMINIUM,18,1900,7994,307050,38.41,124866,15.62,182184,1378996,172.5,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,9,1920,5597,212798,38.02,74832,13.37,137966,951001,169.91,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,5130,187655,36.58,59867,11.67,127788,942000,183.63,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,351152,40.53,89326,10.31,261826,1978002,228.3,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,12,2002,7042,310130,44.04,76406,10.85,233724,1760000,249.93,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,8,1990,7841,279532,35.65,64218,8.19,215314,1493998,190.54,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,55,2005,58364,2052662,35.17,594146,10.18,1458516,10796996,184.99,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,16,1988,13319,500661,37.59,137985,10.36,362676,2665999,200.17,Manhattan
LOWER EAST SIDE,R2-CONDOMINIUM,10,1900,12777,399792,31.29,195744,15.32,204048,1426004,111.61,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,26783,941958,35.17,272651,10.18,669307,4917002,183.59,Manhattan
LOWER EAST SIDE,R4-CONDOMINIUM,63,2000,56479,2416736,42.79,642731,11.38,1774005,13380994,236.92,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,32,1991,23605,879758,37.27,218818,9.27,660940,4862000,205.97,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,20,1920,11229,402110,35.81,143619,12.79,258491,1909000,170.01,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,10,1920,10461,370424,35.41,108899,10.41,261525,1815001,173.5,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,10,2007,6166,311445,50.51,69368,11.25,242077,1815000,294.36,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,581509,36.94,128612,8.17,452897,3333999,211.79,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,27,1900,30363,931840,30.69,196449,6.47,735391,5497000,181.04,Manhattan
EAST VILLAGE,R2-CONDOMINIUM,13,1900,20099,595332,29.62,197372,9.82,397960,2982998,148.42,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,40,1911,25528,864378,33.86,162869,6.38,701509,5206002,203.93,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,96,2006,93382,3733412,39.98,747990,8.01,2985422,22563999,241.63,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,11,2007,14982,563173,37.59,155214,10.36,407959,2998999,200.17,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,20,1900,17225,611488,35.5,158987,9.23,452501,3344993,194.19,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,28,2004,17793,663145,37.27,164941,9.27,498204,3665000,205.98,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,66,1920,67764,2552670,37.67,704746,10.4,1847924,13580000,200.4,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,20,1900,11574,435067,37.59,119907,10.36,315160,2317000,200.19,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,35,1999,62556,2390890,38.22,446650,7.14,1944240,14712999,235.2,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,36,2008,46707,1928065,41.28,373189,7.99,1554876,11740999,251.38,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,14,2007,24778,1002270,40.45,329547,13.3,672723,5082998,205.14,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,34,1991,36693,1393233,37.97,294645,8.03,1098588,8316000,226.64,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,36,1984,24528,1088062,44.36,292864,11.94,795198,5986997,244.09,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,14,1900,14650,484183,33.05,123646,8.44,360537,2680000,182.94,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,10,1910,11995,477761,39.83,138782,11.57,338979,2401000,200.17,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,12,1920,13648,533180,39.07,141803,10.39,391377,2563002,187.79,Manhattan
EAST VILLAGE,R2-CONDOMINIUM,12,1900,14269,483862,33.91,138409,9.7,345453,2563001,179.62,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,28,2006,30662,1398494,45.61,239164,7.8,1159330,8720000,284.39,Manhattan
EAST VILLAGE,R4-CONDOMINIUM,16,1920,12192,410383,33.66,117653,9.65,292730,2173000,178.23,Manhattan
EAST VILLAGE,R9-CONDOMINIUM,155,1964,113930,4223378,37.07,1336399,11.73,2886979,21284000,186.82,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,28,1988,21442,634469,29.59,228357,10.65,406112,3045001,142.01,Manhattan
LITTLE ITALY,R9-CONDOMINIUM,55,1905,104637,2791715,26.68,1171934,11.2,1619781,10483000,100.18,Manhattan
SOHO,R4-CONDOMINIUM,7,1904,50547,1558364,30.83,500415,9.9,1057949,7910000,156.49,Manhattan
SOHO,R4-CONDOMINIUM,13,1890,78982,2107240,26.68,841158,10.65,1266082,8723001,110.44,Manhattan
SOHO,R4-CONDOMINIUM,18,1874,27023,747186,27.65,278067,10.29,469119,3004090,111.17,Manhattan
SOHO,R2-CONDOMINIUM,1,1941,1158,50327,43.46,10156,8.77,40171,303000,261.66,Manhattan
SOHO,R4-CONDOMINIUM,13,1894,35452,945859,26.68,327931,9.25,617928,4467999,126.03,Manhattan
SOHO,R4-CONDOMINIUM,14,1920,36407,971339,26.68,336765,9.25,634574,4588002,126.02,Manhattan
SOHO,R4-CONDOMINIUM,41,2005,117311,4833213,41.2,1503927,12.82,3329286,24750019,210.98,Manhattan
SOHO,R9-CONDOMINIUM,20,1920,32149,864808,26.9,305094,9.49,559714,4045000,125.82,Manhattan
SOHO,R4-CONDOMINIUM,14,1900,55210,1485149,26.9,607310,11,877839,6344002,114.91,Manhattan
SOHO,R4-CONDOMINIUM,10,1900,22500,719325,31.97,228375,10.15,490950,3671000,163.16,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,37,1900,56714,1513130,26.68,606840,10.7,906290,6552998,115.54,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,41,1926,83916,3052864,36.38,1022936,12.19,2029928,14962999,178.31,Manhattan
SOHO,R4-CONDOMINIUM,52,2005,73057,2998259,41.04,949741,13,2048518,15471003,211.77,Manhattan
SOHO,R4-CONDOMINIUM,9,1900,35700,1248429,34.97,425187,11.91,823242,6101000,170.9,Manhattan
SOHO,R4-CONDOMINIUM,10,1900,20525,552123,26.9,194782,9.49,357341,2588000,126.09,Manhattan
SOHO,R4-CONDOMINIUM,6,1929,42091,1131406,26.88,463001,11,668405,4839999,114.99,Manhattan
SOHO,R4-CONDOMINIUM,2,1900,9196,325354,35.38,109524,11.91,215830,1599000,173.88,Manhattan
SOHO,R4-CONDOMINIUM,4,1920,12506,442462,35.38,113429,9.07,329033,2243996,179.43,Manhattan
SOHO,R4-CONDOMINIUM,391,2007,343599,15898326,46.27,2576993,7.5,13321333,108989818,317.2,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,44,1915,39087,1205052,30.83,450673,11.53,754379,5637002,144.22,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,10,1900,11563,356487,30.83,107073,9.26,249414,1864000,161.2,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,35,1988,24582,815877,33.19,231808,9.43,584069,3905011,158.86,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,15,2007,28258,1141623,40.4,384309,13.6,757314,5722001,202.49,Manhattan
LITTLE ITALY,R9-CONDOMINIUM,25,1900,12142,323949,26.68,112314,9.25,211635,1530000,126.01,Manhattan
SOHO,R4-CONDOMINIUM,2,1900,3518,100298,28.51,44432,12.63,55866,420000,119.39,Manhattan
SOHO,R4-CONDOMINIUM,14,1900,18031,514244,28.52,170934,9.48,343310,2578997,143.03,Manhattan
SOHO,R4-CONDOMINIUM,10,1881,19827,533346,26.9,188158,9.49,345188,2497999,125.99,Manhattan
SOHO,R4-CONDOMINIUM,19,1988,34876,937467,26.88,419907,12.04,517560,3740001,107.24,Manhattan
SOHO,R4-CONDOMINIUM,14,2005,42823,1764308,41.2,383694,8.96,1380614,9944006,232.21,Manhattan
SOHO,R4-CONDOMINIUM,15,1907,20752,557814,26.88,249854,12.04,307960,2225002,107.22,Manhattan
SOHO,R4-CONDOMINIUM,29,1900,36223,973674,26.88,436125,12.04,537549,3884994,107.25,Manhattan
SOHO,R4-CONDOMINIUM,12,1879,34968,1237168,35.38,317160,9.07,920008,6802000,194.52,Manhattan
SOHO,R4-CONDOMINIUM,5,1879,31369,1109835,35.38,284517,9.07,825318,6102000,194.52,Manhattan
SOHO,R4-CONDOMINIUM,15,1920,31967,944625,29.55,355473,11.12,589152,4416999,138.17,Manhattan
SOHO,R4-CONDOMINIUM,35,1900,34821,936685,26.9,355174,10.2,581511,4202001,120.67,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,22,1900,22511,611624,27.17,247621,11,364003,2627001,116.7,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,26,1987,17117,515735,30.13,154053,9,361682,2708002,158.21,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,5,1955,6635,162358,24.47,68341,10.3,94017,685000,103.24,Manhattan
LITTLE ITALY,R4-CONDOMINIUM,29,1900,97941,3182103,32.49,1166477,11.91,2015626,14282965,145.83,Manhattan
SOHO,R4-CONDOMINIUM,21,1900,107781,3181695,29.52,1150023,10.67,2031672,14499635,134.53,Manhattan
SOHO,R4-CONDOMINIUM,9,1900,15295,430554,28.15,168245,11,262309,1893001,123.77,Manhattan
SOHO,R4-CONDOMINIUM,32,2003,56800,2591784,45.63,966736,17.02,1625048,12223001,215.19,Manhattan
SOHO,R4-CONDOMINIUM,15,2003,41314,1461689,35.38,454454,11,1007235,7447000,180.25,Manhattan
SOHO,R4-CONDOMINIUM,16,2006,38591,1589949,41.2,463092,12,1126857,8510003,220.52,Manhattan
SOHO,R4-CONDOMINIUM,11,1915,37403,1105259,29.55,342986,9.17,762273,5715003,152.8,Manhattan
SOHO,R9-CONDOMINIUM,38,1950,20826,551889,26.5,166400,7.99,385489,2788000,133.87,Manhattan
SOHO,R2-CONDOMINIUM,27,1900,13020,396199,30.43,133455,10.25,262744,1964998,150.92,Manhattan
SOHO,R2-CONDOMINIUM,15,1920,6013,155196,25.81,63978,10.64,91218,660997,109.93,Manhattan
SOHO,R4-CONDOMINIUM,38,1900,33383,980793,29.38,371219,11.12,609574,4092003,122.58,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,18,1988,9514,362008,38.05,117878,12.39,244130,1693997,178.05,Manhattan
GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,4,1926,6188,162744,26.3,56558,9.14,106186,770001,124.43,Manhattan
GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,1,1910,7157,178066,24.88,78727,11,99339,722999,101.02,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910,31039,843330,27.17,325910,10.5,517420,3734001,120.3,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,190,1910,132000,3498000,26.5,1452000,11,2046000,14798000,112.11,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1910,6670,172553,25.87,66700,10,105853,766999,114.99,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,54,1958,23688,612809,25.87,236880,10,375929,2723000,114.95,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,144,1910,85234,2635435,30.92,937574,11,1697861,12685002,148.83,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,32,1986,35225,1114519,31.64,376908,10.7,737611,5502998,156.22,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,12,1986,15990,505924,31.64,171093,10.7,334831,2452998,153.41,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,20,1904,24630,742102,30.13,273886,11.12,468216,3505997,142.35,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1900,14608,428453,29.33,163610,11.2,264843,1892002,129.52,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,21,1900,41990,1140868,27.17,440895,10.5,699973,5051001,120.29,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,2002,24910,916439,36.79,282978,11.36,633461,4675001,187.68,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1900,18572,480643,25.88,198720,10.7,281923,2044001,110.06,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,1,1910,2527,55240,21.86,22162,8.77,33078,243000,96.16,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,26,2006,85000,3461200,40.72,1089700,12.82,2371500,17914001,210.75,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,56,1912,92500,3403075,36.79,1174750,12.7,2228325,16410007,177.41,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,273,1908,290492,9220216,31.74,3250605,11.19,5969611,44526000,153.28,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1928,18064,498024,27.57,195091,10.8,302933,2123004,117.53,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,18,1900,15744,428394,27.21,181213,11.51,247181,1783000,113.25,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,24,1928,17842,485481,27.21,205361,11.51,280120,2021000,113.27,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,40,1900,22777,658483,28.91,261936,11.5,396547,2871000,126.05,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,25,1920,88353,3299985,37.35,1054051,11.93,2245934,16517000,186.94,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,39,2004,116535,4944580,42.43,1514955,13,3429625,25876000,222.04,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1895,46022,1197953,26.03,438129,9.52,759824,5508001,119.68,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,50,1930,96566,2916293,30.2,1110509,11.5,1805784,12319993,127.58,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,390,1965,445151,15188552,34.12,5212718,11.71,9975834,73939000,166.1,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,28,1986,43106,1188432,27.57,465545,10.8,722887,5209999,120.86,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,28,1966,32116,1027712,32,306065,9.53,721647,5380001,167.52,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,11,1905,28385,816353,28.76,310248,10.93,506105,3800999,133.91,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,65,1900,83089,2156160,25.95,772728,9.3,1383432,10019000,120.58,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,41,1985,56483,1665119,29.48,598720,10.6,1066399,7995999,141.56,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,70,1905,90082,2630394,29.2,1001712,11.12,1628682,12219999,135.65,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,44,1988,57042,1711260,30,657694,11.53,1053566,7502011,131.52,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,84,2006,100500,4435065,44.13,1407000,14,3028065,22801995,226.89,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,145,1955,136098,3670563,26.97,1467136,10.78,2203427,15908000,116.89,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,150,1959,160209,4591590,28.66,1781524,11.12,2810066,21010000,131.14,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,213,1954,140370,3785779,26.97,1513176,10.78,2272603,16408000,116.89,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,229,1955,209785,5657901,26.97,2259384,10.77,3398517,24536000,116.96,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,102,1928,136144,3901887,28.66,1513921,11.12,2387966,17280554,126.93,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,44,1985,43542,1314968,30.2,447176,10.27,867792,6498003,149.24,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,7,1910,18493,498756,26.97,199170,10.77,299586,2163001,116.96,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,89,1921,81875,3104700,37.92,1049638,12.82,2055062,15556006,190,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,1,1921,3475,131772,37.92,44552,12.82,87220,660000,189.93,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,27,1907,66739,1799951,26.97,718779,10.77,1081172,7805999,116.96,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,12,1908,28097,757776,26.97,302580,10.77,455196,3286004,116.95,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,37,1910,52493,1510224,28.77,583722,11.12,926502,6957998,132.55,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,115,1903,60860,1799630,29.57,678589,11.15,1121041,8404981,138.1,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,39,1928,42384,1207096,28.48,471310,11.12,735786,5192000,122.5,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,7,1930,23079,560820,24.3,230790,10,330030,2400999,104.03,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,20,2006,36330,1718772,47.31,514796,14.17,1203976,9045002,248.97,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,23,1952,13256,386280,29.14,149793,11.3,236487,1672000,126.13,Manhattan
GREENWICH VILLAGE-CENTRAL,R2-CONDOMINIUM,18,1900,14398,419558,29.14,160106,11.12,259452,1947004,135.23,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,119,1959,94250,2537210,26.92,1036750,11,1500460,10842000,115.03,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,15,1900,9380,246694,26.3,92768,9.89,153926,1114000,118.76,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,17,1912,34118,897303,26.3,337427,9.89,559876,3882996,113.81,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,70,1966,82017,2359629,28.77,926792,11.3,1432837,10760004,131.19,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,105,1931,112050,4293756,38.32,1470096,13.12,2823660,21367002,190.69,Manhattan
GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,30,1910,34168,1024698,29.99,429492,12.57,595206,4458000,130.47,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,77,1906,201330,6784821,33.7,2256909,11.21,4527912,33612001,166.95,Manhattan
GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,30,2008,33170,1697641,51.18,469024,14.14,1228617,9230999,278.29,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,169,1925,100633,2727154,27.1,1106963,11,1620191,11693000,116.19,Manhattan
GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,30,1929,19320,513139,26.56,212520,11,300619,2174002,112.53,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,43,1929,66282,2016961,30.43,764231,11.53,1252730,9369003,141.35,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,86,1930,89510,2583259,28.86,1015939,11.35,1567320,10703000,119.57,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,45,1900,21494,630419,29.33,247181,11.5,383238,2673000,124.36,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,30,1910,21738,587361,27.02,234118,10.77,353243,2550000,117.31,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,18,1915,44820,1314571,29.33,380970,8.5,933601,7003000,156.25,Manhattan
SOHO,R2-CONDOMINIUM,10,1890,5907,147439,24.96,60665,10.27,86774,632000,106.99,Manhattan
SOHO,R4-CONDOMINIUM,104,2003,196695,8491323,43.17,2655383,13.5,5835940,43975002,223.57,Manhattan
SOHO,R4-CONDOMINIUM,22,1915,65085,2809719,43.17,922254,14.17,1887465,14222002,218.51,Manhattan
SOHO,R4-CONDOMINIUM,64,2005,94226,3799192,40.32,1224938,13,2574254,19452008,206.44,Manhattan
SOHO,R4-CONDOMINIUM,13,2005,29579,1302955,44.05,384527,13,918428,6915997,233.81,Manhattan
SOHO,R4-CONDOMINIUM,21,2007,40000,1485200,37.13,400000,10,1085200,7985000,199.63,Manhattan
SOHO,R4-CONDOMINIUM,19,2008,31608,1302250,41.2,283208,8.96,1019042,7696000,243.48,Manhattan
SOHO,R4-CONDOMINIUM,12,1920,24850,922681,37.13,248500,10,674181,4961001,199.64,Manhattan
SOHO,R4-CONDOMINIUM,12,1920,31613,850390,26.9,347743,11,502647,3632000,114.89,Manhattan
SOHO,R4-CONDOMINIUM,40,2005,68865,2893707,42.02,882849,12.82,2010858,15175997,220.37,Manhattan
SOHO,R4-CONDOMINIUM,10,1901,19533,488911,25.03,205097,10.5,283814,2067000,105.82,Manhattan
SOHO,R4-CONDOMINIUM,14,1920,31930,943532,29.55,355062,11.12,588470,4412002,138.18,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,184,1920,212232,7046102,33.2,2546784,12,4499318,33435001,157.54,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,6,1900,26000,863200,33.2,286000,11,577200,4297001,165.27,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,142,2002,310000,13953100,45.01,4402000,14.2,9551100,71871998,231.85,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,83,1920,88227,2803854,31.78,1041079,11.8,1762775,13147005,149.01,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,214,1961,165160,6650000,40.26,2250000,13.62,4400000,31141996,188.56,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,19,1912,58507,1683246,28.77,353382,6.04,1329864,7468999,127.66,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,113,1931,120723,4467958,37.01,1041839,8.63,3426119,25215996,208.87,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,21,1987,18780,802282,42.72,181978,9.69,620304,4679002,249.15,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,30,1910,19715,713880,36.21,299077,15.17,414803,3059000,155.16,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,25,1905,13997,529367,37.82,127373,9.1,401994,3043000,217.4,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,122,1964,92616,3600000,38.87,1240000,13.39,2360000,16715003,180.48,Manhattan
GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,17,1900,9720,362264,37.27,112363,11.56,249901,1837998,189.09,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,241,1931,209011,6002796,28.72,2142363,10.25,3860433,28993000,138.72,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,132,1987,101634,4415997,43.45,1114925,10.97,3301072,24869001,244.69,Manhattan
GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,10,1910,8739,364242,41.68,113257,12.96,250985,1770999,202.65,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,30,2008,62138,2490000,40.07,685000,11.02,1805000,13623998,219.25,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,29,1910,13177,426539,32.37,124918,9.48,301621,2245000,170.37,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,22,1998,41506,1713368,41.28,331633,7.99,1381735,10434002,251.39,Manhattan
GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,40,1893,22157,723648,32.66,251260,11.34,472388,3513999,158.6,Manhattan
GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,21,1914,13648,526403,38.57,168826,12.37,357577,2705002,198.2,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,60,1920,32638,1299972,39.83,377622,11.57,922350,6972000,213.62,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,15,1983,27448,1031770,37.59,284361,10.36,747409,5494000,200.16,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,128,1910,138934,4922432,35.43,1424074,10.25,3498358,25860004,186.13,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,87,1939,75154,2993384,39.83,869532,11.57,2123852,16055000,213.63,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,181,1930,159268,4801930,30.15,1624534,10.2,3177396,23793996,149.4,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,21,1907,30312,1207327,39.83,350710,11.57,856617,6474999,213.61,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,49,1962,32863,1184054,36.03,283279,8.62,900775,6645001,202.2,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,47,1920,123881,5460674,44.08,1521259,12.28,3939415,29664004,239.46,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,11,1920,23425,1004230,42.87,244089,10.42,760141,5733001,244.74,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,8,1988,8129,360602,44.36,97060,11.94,263542,1860000,228.81,Manhattan
GREENWICH VILLAGE-WEST,R9-CONDOMINIUM,20,1910,53943,1560000,28.92,550000,10.2,1010000,7062000,130.92,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,77,1987,73176,3399025,46.45,948361,12.96,2450664,18422001,251.75,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,9,1990,22991,956426,41.6,208758,9.08,747668,5291999,230.18,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,24,1930,42407,1689071,39.83,490649,11.57,1198422,9059003,213.62,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,24,1997,38871,2034508,52.34,573736,14.76,1460772,10926999,281.11,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,20,1900,11852,486643,41.06,144831,12.22,341812,2581004,217.77,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,32,1913,48708,1940040,39.83,563552,11.57,1376488,10405004,213.62,Manhattan
GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,81,1987,60200,3150868,52.34,888552,14.76,2262316,16921999,281.1,Manhattan
